manufacturer,model,drive,cylinders,transmission,fuel
toyota,tundra double cab sr,4wd,8,automatic,gas
toyota,corolla s plus,fwd,4,automatic,gas
mercedes-benz,Triumph TR250,fwd,4,manual,gas
chevrolet,1500,fwd,8,automatic,other
audi,a3,fwd,4,automatic,gas
nissan,xterra 4x4,4wd,6,automatic,gas
lincoln,mkz reserve sedan 4d,fwd,8,automatic,gas
toyota,corolla hatchback se,fwd,4,automatic,gas
ford,f550 4x4,4wd,8,automatic,diesel
mini,cooper s,fwd,4,automatic,gas
mini,cooper convertible,fwd,4,manual,gas
gmc,yukon slt sport utility 4d,4wd,8,automatic,gas
saturn,sc2,fwd,4,automatic,gas
gmc,savana cargo,rwd,8,automatic,gas
bmw,5 series 528i xdrive,fwd,4,automatic,gas
ford,f-150 v8,fwd,6,automatic,gas
mercedes-benz,benz gle 350,4wd,6,automatic,gas
ford,transit-250,rwd,6,automatic,gas
gmc,acadia slt sport utility 4d,4wd,6,automatic,gas
porsche,Saab 92-X Aero,4wd,4,manual,gas
ram,1500 quad cab tradesman,4wd,6,automatic,other
lexus,rx,fwd,8,automatic,gas
nissan,nv2500 hd cargo,rwd,6,automatic,gas
mazda,mx-5 miata,rwd,4,automatic,gas
mercedes-benz,e 350 sport sedan,rwd,6,automatic,gas
ford,e-250,fwd,10,automatic,other
honda,cr-v touring,fwd,8,automatic,gas
bmw,x1 xdrive28i,4wd,4,automatic,gas
toyota,tundra double cab pickup,4wd,8,automatic,gas
bmw,CHRYSTLER SEBRING,fwd,6,automatic,gas
ram,1500 classic,4wd,8,automatic,gas
volkswagen,eos komfort,fwd,4,automatic,gas
ford,ecosport,fwd,3,automatic,gas
chevrolet,colorado,4wd,4,automatic,gas
toyota,sienna le wheelchair van handicap ramp van,fwd,6,automatic,gas
chevrolet,silverado 2500hd 4x4 ex-cab short box,4wd,8,automatic,diesel
volvo,xc60,fwd,6,automatic,gas
acura,tl,4wd,6,automatic,gas
toyota,rav4 xle,4wd,6,automatic,gas
cadillac,xts,rwd,8,automatic,gas
volkswagen,golf alltrack,4wd,4,automatic,gas
chevrolet,malibu lt,fwd,6,automatic,gas
nissan,frontier 2wd,rwd,4,manual,gas
gmc,envoy denali,4wd,8,automatic,gas
mercedes-benz,c-class c 300,4wd,8,automatic,other
ford,f-150 2wd supercrew,fwd,8,automatic,gas
ford,f-150 xlt fx4crew cab,4wd,8,automatic,gas
bmw,3 series,4wd,8,automatic,other
ford,fiesta s,fwd,4,automatic,gas
chevrolet,silverado 1500 regular,fwd,6,automatic,other
toyota,prius touring,fwd,4,manual,hybrid
mazda,3,fwd,4,manual,gas
ford,peterbilt 386,rwd,4,manual,diesel
toyota,rav4 hybrid limited sport,4wd,6,automatic,gas
subaru,impreza wrx limited sedan,fwd,4,automatic,gas
honda,civic lx coupe 2d,fwd,6,automatic,gas
hyundai,sonata eco sedan 4d,fwd,4,automatic,gas
acura,ilx technology and a-spec,fwd,6,automatic,gas
toyota,rav4 limited 4wd 4x4,4wd,6,automatic,gas
subaru,loyale,4wd,4,automatic,gas
lincoln,mkz 4dr sdn awd,4wd,4,automatic,gas
mini,cooper countryman,4wd,4,automatic,gas
mercedes-benz,gla-class gla 45,fwd,8,automatic,gas
chevrolet,Scion FR-S Coupe 2D,rwd,6,automatic,gas
kia,sorento,4wd,6,automatic,gas
chevrolet,blazer premier sport,fwd,6,automatic,gas
toyota,corolla matrix,fwd,6,manual,gas
nissan,juke sv,rwd,4,automatic,gas
hyundai,santa fe 2.0t sport,4wd,4,automatic,gas
mercedes-benz,glk,4wd,4,automatic,diesel
hyundai,santa fe limited,fwd,4,automatic,gas
volkswagen,eurovan campmobile,fwd,6,automatic,gas
mazda,taurus se,fwd,6,,gas
ram,3500 chassis cab,4wd,6,manual,diesel
chevrolet,rav4,fwd,4,automatic,gas
ford,3500,4wd,8,manual,diesel
chrysler,300 300s alloy edition,rwd,6,automatic,gas
ford,edge limited awd,4wd,6,automatic,gas
kia,soul s wagon 4d,rwd,6,automatic,other
honda,civic sdn,fwd,4,automatic,gas
audi,tt rs quattro coupe 2d,4wd,6,automatic,gas
mercedes-benz,clk350,rwd,6,automatic,gas
volkswagen,new beetle,rwd,4,automatic,gas
gmc,FOREST RIVER SIERRA SPORT T28,rwd,4,automatic,gas
ford,f150 supercrew cab fx4,4wd,8,automatic,other
chevrolet,traverse w/lt awd,rwd,8,automatic,gas
gmc,Startrans,fwd,8,automatic,diesel
pontiac,grand prix,fwd,8,automatic,gas
chevrolet,rc 350,fwd,8,automatic,other
chevrolet,suburban lt,4wd,8,automatic,gas
pontiac,formula firebird,fwd,8,automatic,gas
hyundai,santa fe sport 2.4 base,fwd,8,automatic,gas
bmw,5 series 530i xdrive sedan,4wd,8,automatic,gas
gmc,sierra 1500 regular cab work,4wd,6,automatic,gas
chevrolet,express,4wd,8,automatic,gas
acura,s5 premium plus sedan 4d,4wd,8,automatic,gas
chevrolet,colorado crew cab,rwd,4,automatic,gas
mazda,mazda3 4-door,fwd,4,automatic,gas
jeep,grand cherokee limited 4x4,4wd,6,automatic,gas
ford,f750,rwd,6,automatic,diesel
hyundai,santa fe,4wd,8,automatic,gas
lincoln,mkc reserve sport,rwd,6,automatic,gas
nissan,rogue s,4wd,4,automatic,gas
rover,range evoque coupe,4wd,4,automatic,gas
acura,rdx sport utility 4d,4wd,6,automatic,gas
lexus,rx 350,4wd,8,automatic,gas
gmc,sierra 3500,4wd,8,automatic,gas
mercedes-benz,slk 300 roadster,rwd,8,automatic,other
chevrolet,camaro ss coupe 2d,rwd,8,automatic,gas
honda,crv,4wd,4,automatic,gas
hyundai,- santa fe,4wd,6,automatic,gas
ford,f-150 xlt sport supercrew,4wd,6,automatic,gas
chevrolet,corvette coupe 2d,rwd,8,automatic,gas
cadillac,cts coupe,4wd,6,manual,gas
ram,pickup 2500,4wd,6,automatic,diesel
lexus,lx570,4wd,8,automatic,gas
nissan,rogue sv**2.5l*back up c,4wd,8,automatic,gas
chevrolet,c/k 1500,rwd,8,automatic,gas
mazda,mazda6,4wd,6,automatic,gas
jaguar,e-pace p250 se sport,4wd,10,automatic,other
ram,3500 dually 5.9l 6-sp,4wd,6,manual,diesel
rover,lr2 hse,4wd,4,automatic,gas
bmw,5 series 528i sedan 4d,fwd,6,automatic,other
ford,fusion se,fwd,4,automatic,gas
ram,explorer xlt,4wd,8,manual,diesel
ford,mustang gt convertible,rwd,8,automatic,gas
acura,tl sedan 4d,fwd,6,automatic,gas
honda,fit,fwd,8,manual,gas
ford,f-150 stx,4wd,8,automatic,gas
dodge,dakota,rwd,6,automatic,gas
volkswagen,FABRIQUE PAR CARRY ON TRAILER,4wd,4,automatic,gas
honda,cr-v ex-l awd,4wd,4,automatic,gas
chevrolet,trailblazer lt w/1lt,fwd,6,automatic,gas
jeep,grand cherokee laredo sport,fwd,6,automatic,other
honda,civic sedan dr cvt ex-l,fwd,4,automatic,other
chevrolet,traverse lt,fwd,6,automatic,gas
ford,f-150 xlt,4wd,8,automatic,other
audi,a6 3.0t prestige sedan 4d,fwd,8,automatic,other
buick,enclave,fwd,6,automatic,gas
bmw,Scion iM Hatchback 4D,fwd,4,automatic,gas
hyundai,elantra gt base,fwd,10,automatic,other
gmc,sierra 2500hd,4wd,8,automatic,gas
ford,explorer 4x4,4wd,6,automatic,gas
honda,ridgeline,4wd,6,automatic,gas
jaguar,f-pace 25t premium sport,rwd,4,automatic,other
ford,f-250 super duty,4wd,8,automatic,gas
toyota,4runner sr5 suv,4wd,4,automatic,gas
jeep,patriot latitude,4wd,6,automatic,gas
bmw,6 series 640i convertible 2d,rwd,6,automatic,gas
subaru,legacy 2.5i premium,4wd,4,automatic,gas
ferrari,california,rwd,8,automatic,gas
ford,super duty f-350 srw,4wd,8,automatic,diesel
volvo,c30 rebel blue polestar,fwd,5,automatic,gas
chevrolet,malibu lt w/1lt,fwd,4,automatic,gas
ford,f350 xl super duty,rwd,8,automatic,gas
toyota,avalon hybrid limited,fwd,8,automatic,hybrid
toyota,sequoia limited,4wd,8,automatic,gas
bmw,740i,rwd,4,automatic,gas
kia,spectra,fwd,4,automatic,gas
honda,civic lx,fwd,4,automatic,gas
mazda,cx-5,fwd,6,manual,gas
chevrolet,equinox lt,4wd,4,automatic,gas
lexus,rc 350,fwd,6,automatic,gas
ford,sierra 1500 limited double,rwd,8,manual,gas
ram,1500 quad cab 140.5,4wd,6,automatic,gas
toyota,fj cruiser 4x4,4wd,6,automatic,gas
dodge,nitro se,4wd,6,automatic,gas
mazda,5,fwd,4,automatic,gas
chevrolet,suburban ltz,fwd,8,automatic,gas
infiniti,qx56,4wd,8,automatic,gas
ford,f-150 ac,fwd,6,manual,gas
chevrolet,-,4wd,6,automatic,gas
ram,pickup 1500 express 4x4,4wd,8,automatic,gas
chevrolet,silverado 3500hd cc work truck,4wd,8,automatic,gas
lexus,ux 250h sport utility 4d,4wd,8,automatic,gas
ford,f150 4x4,4wd,6,automatic,gas
mazda,saab 9-3,fwd,8,automatic,gas
audi,a6,fwd,4,automatic,gas
jeep,renegade sport suv 4d,4wd,6,automatic,gas
jeep,wrangler jk unlimited saha,fwd,4,automatic,gas
ford,custom 300,rwd,8,automatic,gas
gmc,sierra 1500 double cab sle,4wd,6,automatic,gas
chevrolet,corvette grand sport,rwd,8,automatic,gas
toyota,tacoma sr5,rwd,4,automatic,gas
bmw,540i,fwd,8,automatic,gas
ram,1500 classic sxt plus,4wd,4,automatic,gas
audi,a4 allroad premium wagon 4d,4wd,4,automatic,other
lincoln,mkx reserve sport,4wd,4,automatic,other
chevrolet,corvette convertible,rwd,8,automatic,gas
bmw,750li,rwd,8,automatic,gas
honda,civic hybrid,fwd,4,automatic,gas
nissan,xterra,4wd,4,automatic,gas
ford,f350sd,4wd,4,automatic,diesel
lexus,PLYMOUTH,rwd,8,automatic,gas
mazda,mazda3,4wd,6,automatic,gas
bmw,z4 3.0i,rwd,6,manual,gas
mercedes-benz,c-class c 350e,rwd,8,automatic,gas
mercedes-benz,benz c350,rwd,6,automatic,gas
chevrolet,silverado 1500 rst,4wd,8,automatic,gas
mazda,mx-5 miata club,rwd,8,automatic,gas
chrysler,pacifica touring l plus,fwd,6,automatic,gas
gmc,cheyenne,4wd,8,manual,gas
ram,1500 crew cab laramie pickup,4wd,6,automatic,other
ford,MEYERS SNOW PLOW,fwd,6,automatic,gas
audi,a8 3.0t sedan 4d,4wd,6,automatic,gas
gmc,terrain sle sport utility 4d,fwd,8,automatic,gas
ford,f-150 4x4 super cab,4wd,8,automatic,gas
volvo,xc70,4wd,5,automatic,gas
jeep,patriot,rwd,4,automatic,gas
ford,ranger,fwd,8,automatic,gas
honda,accord sedan touring automatic,fwd,6,automatic,gas
toyota,tacoma double cab,fwd,6,automatic,gas
volkswagen,jetta tsi turbo,fwd,4,automatic,gas
ram,sierra 1500,4wd,8,automatic,gas
audi,sq5,4wd,6,automatic,gas
ford,f350 super duty lariat,fwd,8,automatic,diesel
subaru,wrx limited,4wd,4,automatic,gas
toyota,camry hybrid se,rwd,4,automatic,hybrid
jeep,wrangler x columbia edition,4wd,6,automatic,gas
lexus,es 350,fwd,6,automatic,gas
gmc,sierra 2500 hd duramax,rwd,5,automatic,gas
jeep,cherokee limited 4x4 gas,4wd,6,automatic,gas
buick,encore premium awd,4wd,4,automatic,gas
jaguar,f-pace 35t r-sport suv 4d,rwd,6,automatic,gas
subaru,wrx,4wd,4,automatic,gas
subaru,forester premium,4wd,4,automatic,other
mercedes-benz,benz ml350 4runner x5,4wd,6,automatic,gas
infiniti,g,4wd,6,automatic,gas
toyota,sienna le,fwd,6,automatic,gas
ram,1500 4x4,4wd,8,automatic,gas
chevrolet,silverado 2500 ltz du,4wd,8,automatic,diesel
rover,cruze,fwd,8,automatic,gas
cadillac,xt5,fwd,8,automatic,gas
volkswagen,golf gls,fwd,4,manual,gas
toyota,tundra double cab,4wd,8,automatic,gas
jeep,grand cherokee trailhawk,4wd,6,automatic,gas
saturn,vue xr,fwd,4,automatic,gas
ford,f350 super duty,rwd,8,automatic,gas
volvo,certified,4wd,8,automatic,gas
lexus,gx 460,4wd,8,automatic,gas
nissan,370z coupe 2d,rwd,6,automatic,gas
lexus,es 300,fwd,4,automatic,gas
toyota,tacoma trd off road,4wd,6,automatic,gas
chevrolet,hhr lt,fwd,4,automatic,gas
mercedes-benz,gl-class,rwd,6,automatic,gas
nissan,altima 2.5 ssedan,4wd,4,automatic,gas
lexus,ls 460 sedan 4d,rwd,6,automatic,other
ford,f-250 crew cab lariat 4x4,4wd,8,automatic,diesel
chevrolet,Other,fwd,8,automatic,other
ram,1500 crew cab big horn,4wd,6,automatic,other
ford,ranger supercab xlt,rwd,6,automatic,gas
audi,q8 premium sport utility 4d,rwd,6,automatic,gas
jeep,cherokee trailhawk sport,4wd,6,automatic,gas
chevrolet,cruze 4dr sdn lt,fwd,8,automatic,gas
jeep,edge sel,fwd,6,automatic,gas
ford,Sprint car,rwd,8,manual,gas
nissan,sentra sv,fwd,4,automatic,gas
toyota,camry le auto (natl),fwd,4,automatic,gas
lexus,is 350,rwd,6,automatic,gas
nissan,pathfinder,fwd,6,automatic,gas
alfa-romeo,romeo stelvio,4wd,4,automatic,gas
chevrolet,c/k 20,rwd,8,automatic,gas
chrysler,sebring touring,fwd,4,automatic,gas
ford,focus ses coupe,fwd,4,automatic,gas
gmc,sierra 2500,fwd,4,automatic,diesel
hyundai,Super Duty F-250 SRW,4wd,8,automatic,gas
lexus,es 350 luxury package,fwd,6,automatic,gas
chevrolet,volt,fwd,4,automatic,hybrid
audi,a4 quattro,4wd,4,automatic,gas
honda,crv touring suv,4wd,4,automatic,gas
gmc,sierra 2500 hd extended cab,4wd,8,automatic,gas
ford,fiesta titanium,4wd,4,automatic,gas
lexus,is 350 sedan 4d,4wd,8,automatic,other
mercedes-benz,g-class g 63 amg,rwd,8,automatic,gas
ford,f-150 platinum 4x4,4wd,6,automatic,gas
mitsubishi,outlander sport es,4wd,8,automatic,other
ford,f-650,fwd,4,,diesel
chevrolet,silverado 2500 hd crew cab,fwd,8,automatic,gas
gmc,canyon slt crew cab,fwd,6,automatic,gas
volvo,xc40 t4 inscription sport,fwd,8,automatic,gas
chevrolet,camaro 1ss,rwd,8,automatic,gas
jeep,patriot sport,rwd,6,automatic,gas
dodge,grand caravan passenger,fwd,8,automatic,other
ford,edge titanium automatic,4wd,8,automatic,gas
chevrolet,silverado 2500 heavy,fwd,8,automatic,gas
ram,1500 quad cab big horn,4wd,4,automatic,other
acura,tsx sedan,4wd,8,automatic,gas
mazda,mx-5 miata grand touring,rwd,4,automatic,gas
ford,f250 super duty crew cab,4wd,8,automatic,diesel
mercedes-benz,gls,4wd,6,automatic,gas
chevrolet,blazer 2lt sport,4wd,6,automatic,gas
tesla,model 3,4wd,4,automatic,electric
chrysler,pacifica touring,4wd,6,automatic,gas
ford,escape se 4x4,fwd,4,automatic,gas
bmw,x5,4wd,6,automatic,gas
kia,International 4300,rwd,10,automatic,diesel
mitsubishi,outlander sport 2.0,4wd,4,automatic,gas
ford,rogue,rwd,6,automatic,gas
nissan,Transit Passenger Wagon,rwd,6,automatic,gas
dodge,challenger r/t plus shaker,rwd,8,automatic,other
chrysler,pacifica,fwd,6,automatic,gas
toyota,grand cherokee srt,4wd,6,automatic,gas
chevrolet,suburban 1500,4wd,8,automatic,gas
audi,s5 quattro premium plus,4wd,8,manual,gas
dodge,altima,rwd,10,automatic,gas
mazda,mazda5,fwd,4,automatic,gas
kia,niro s touring wagon 4d,fwd,6,automatic,hybrid
mitsubishi,cr-v ex-l,fwd,4,manual,gas
chevrolet,silverado 1500 double,4wd,6,automatic,gas
hyundai,kona ultimate sport,fwd,4,automatic,other
kia,optima hybrid,fwd,4,automatic,gas
chevrolet,silverado 2500hd lt,4wd,8,automatic,diesel
infiniti,qx50 luxe sport utility,fwd,6,automatic,other
audi,a6 2.0t premium sedan 4d,rwd,4,automatic,other
nissan,sentra 2.0,rwd,6,automatic,gas
chevrolet,silverado 2500hd duramax,4wd,8,automatic,diesel
toyota,sienna se minivan 4d,fwd,6,automatic,gas
chrysler,sebring,fwd,4,automatic,gas
acura,ilx,fwd,8,,gas
ford,cherokee,fwd,8,manual,gas
toyota,camry xle hybrid,fwd,6,automatic,gas
bmw,m4 coupe 2015,rwd,6,automatic,gas
ford,f150 platinum 4x4,4wd,6,automatic,gas
gmc,F350 DRW,rwd,8,manual,diesel
subaru,baja sport arizona rust free* all service records since new*new timing belt*new brakes&rotors*new tune up*new tires*new struts*smoke free*zero oil leaks*rare find,4wd,4,automatic,gas
ford,super duty f-350 drw,4wd,8,automatic,diesel
mercedes-benz,sl 550,rwd,8,automatic,gas
ford,econoline commercial cutaway,rwd,10,automatic,gas
chevrolet,tahoe premier 4x4 gas,4wd,6,automatic,gas
toyota,prius two fwd hatchback,fwd,8,automatic,hybrid
ram,1500 reg cab st,rwd,6,manual,gas
bmw,328ci,fwd,6,automatic,gas
mercedes-benz,cls550 executive s,4wd,4,automatic,gas
chevrolet,aveo,fwd,6,automatic,gas
ram,1500 sport crew hemi sun r,4wd,6,automatic,gas
gmc,sierra 3500 denali,4wd,8,automatic,diesel
toyota,yaris,fwd,4,automatic,gas
kia,forte,fwd,4,automatic,gas
mini,cooper clubman,4wd,6,automatic,gas
buick,century custom,4wd,6,automatic,gas
lexus,es 350 f sport sedan 4d,fwd,6,automatic,gas
mini,hardtop,rwd,6,manual,gas
honda,500,4wd,8,automatic,gas
bmw,5 series 530e xdrive,rwd,8,automatic,gas
kia,sorento lx,4wd,4,automatic,gas
ram,Scion xD Hatchback 4D,fwd,6,automatic,other
gmc,sierra 1500 crew cab,4wd,8,automatic,other
nissan,altima 2.5 s sedan 4d,4wd,4,automatic,gas
ford,Genesis G70 3.3T Advanced Sedan,rwd,8,automatic,other
kia,sportage,4wd,8,automatic,gas
nissan,juke s sport utility 4d,4wd,6,automatic,gas
saturn,vue fwd v6 xr,fwd,6,automatic,gas
buick,lucerne,4wd,6,automatic,gas
nissan,rogue select,fwd,4,automatic,gas
jeep,cherokee trailhawk,rwd,4,automatic,gas
ford,e350 sd xlt extended wagon,rwd,8,automatic,gas
mercedes-benz,benz cla45 amg,rwd,8,automatic,gas
subaru,wrx sti,4wd,4,manual,gas
chevrolet,freightliner coronado,rwd,4,manual,diesel
volkswagen,jetta sedan,fwd,4,manual,gas
ford,e350 sd,rwd,8,automatic,gas
mazda,6,4wd,8,automatic,gas
mazda,6 sedan i touring,fwd,4,manual,gas
toyota,prius v two wagon 4d,fwd,8,automatic,hybrid
jeep,grand cherokee limited,fwd,6,automatic,gas
dodge,challenger sxt coupe 2d,rwd,6,automatic,gas
ram,3500 dually diesel truck a,4wd,6,automatic,diesel
chevrolet,suburban 4x4,4wd,8,automatic,gas
lexus,All Makes & Models,rwd,4,automatic,gas
toyota,corolla ce,4wd,4,manual,gas
ram,1500 sport,4wd,8,automatic,gas
audi,a7 3.0t prestige quattro,rwd,6,automatic,gas
bmw,320i,4wd,6,automatic,gas
toyota,corolla le cvt (natl),fwd,6,automatic,gas
gmc,1960s,fwd,6,automatic,gas
hyundai,elantra coupe,fwd,4,automatic,gas
hyundai,accent,fwd,4,automatic,gas
gmc,sierra 1500 denali 4x4 gas,4wd,8,automatic,gas
chevrolet,cruze 4dr sdn 1.4l ls,fwd,4,automatic,gas
acura,rdx w/tech,4wd,8,automatic,gas
toyota,avalon xl,fwd,6,automatic,gas
gmc,sierra 1500 hybrid,rwd,8,automatic,gas
ford,escape se,4wd,4,automatic,gas
lincoln,mkx,rwd,8,automatic,gas
kia,rondo,rwd,8,automatic,gas
gmc,sierra 4x4,4wd,8,automatic,gas
nissan,kicks sv,fwd,4,automatic,gas
chevrolet,express cargo 2500 3dr,fwd,6,automatic,gas
toyota,scion iq,fwd,4,automatic,gas
chevrolet,2007CHEVY SILVERADO  1500,rwd,6,automatic,gas
gmc,savana g2500 6.5l turbocharged diesel,rwd,8,automatic,diesel
mercedes-benz,s-class s550,rwd,4,automatic,gas
ford,fusion energi plug-in,fwd,4,automatic,hybrid
toyota,4runner limited 4x4 gas,4wd,4,automatic,gas
subaru,xv crosstrek,4wd,4,automatic,gas
ford,f-350 xlt,4wd,8,automatic,diesel
lexus,es,fwd,6,automatic,gas
ford,focus se,fwd,4,automatic,gas
lexus,gs350 awd,4wd,6,automatic,gas
mitsubishi,fuso fh211,rwd,4,manual,diesel
ford,f-350 super duty xlt,4wd,8,automatic,diesel
subaru,impreza outback sport,4wd,4,manual,gas
pontiac,gto coupe 6-speed manual,rwd,8,manual,gas
kia,forte fe sedan 4d,fwd,6,automatic,gas
toyota,4-runner,4wd,8,automatic,gas
chevrolet,ck1500,rwd,8,automatic,gas
ford,f100,rwd,8,manual,gas
chevrolet,trailblazer lt,4wd,6,automatic,gas
ram,2004 Sprinter 140,4wd,8,automatic,diesel
chevrolet,silverado z71,fwd,6,automatic,gas
gmc,1500,fwd,6,automatic,gas
ford,f350 super duty regular cab & chassis,fwd,8,automatic,diesel
toyota,rav4 le awd 10k miles camera lane departure crash avoid 34 mpg,4wd,4,automatic,gas
chevrolet,equinox ls,4wd,4,automatic,gas
acura,tsx wagon 4d,fwd,8,automatic,gas
ford,taurus sel,fwd,4,automatic,gas
kia,soul plus,fwd,4,automatic,gas
bmw,4 series 430i gran coupe,4wd,6,automatic,other
subaru,wrx sti sedan 4d,4wd,4,automatic,other
subaru,wrx limited sedan 4d,4wd,4,automatic,gas
toyota,mr2,rwd,4,manual,gas
honda,Genesis G80 3.8L RWD,rwd,6,automatic,gas
chevrolet,malibu premier,fwd,6,automatic,other
ram,1500 regular cab tradesman,4wd,8,automatic,gas
toyota,sequoia sr5,4wd,8,automatic,gas
chevrolet,colorado extended cab,4wd,4,automatic,gas
lexus,ls 430,rwd,8,automatic,gas
infiniti,m35 awd x,4wd,6,automatic,gas
subaru,MASERATI LEVANTE,4wd,6,automatic,gas
bmw,5 series 535i xdrive sedan,4wd,8,automatic,other
nissan,350z,rwd,6,manual,gas
ford,windstard,fwd,6,automatic,gas
kia,sedona lx,fwd,6,automatic,gas
toyota,camry l sedan 4d,fwd,8,automatic,other
infiniti,g37 convertible,rwd,6,automatic,gas
ford,f250 super duty,4wd,8,automatic,gas
ford,focus zx4 107k,4wd,4,automatic,gas
buick,regal turbo premium 1,fwd,6,automatic,other
toyota,highlander,4wd,6,automatic,gas
bmw,x3 xdrive30i sport utility,rwd,6,automatic,gas
toyota,supra,rwd,6,automatic,gas
rover,velar,4wd,10,automatic,gas
lexus,is 250 sport sedan 4d,rwd,8,automatic,other
mini,cooper convertible s,fwd,4,automatic,gas
mercury,Grand Caravan,fwd,6,automatic,gas
ford,f350 super duty crew cab,4wd,8,automatic,diesel
bmw,x3 sdrive30i sports activity,rwd,4,automatic,gas
toyota,celica,fwd,8,automatic,gas
ram,"chassis 3500 6.7l cummings,9ft jumbo ut box, aisin heavy duty 6 spd auto trans!",rwd,6,automatic,diesel
jeep,wrangler sahara jk,fwd,6,manual,gas
ford,transit cargo van,rwd,6,automatic,gas
gmc,envoy 4x4 xuv 5.3l v8 slt loaded low miles one owner,4wd,8,automatic,gas
chevrolet,traverse ls,fwd,6,automatic,gas
cadillac,Maserati Ghibli,4wd,4,automatic,gas
dodge,avenger r/t,fwd,6,automatic,gas
volkswagen,taurus,fwd,6,manual,gas
ford,transit ada wheelchair van,rwd,6,automatic,gas
acura,tsx,fwd,4,automatic,gas
toyota,rav4 awd suv 2.5l auto power group 2 owners new tires,4wd,4,automatic,gas
mercedes-benz,benz 300td,fwd,6,automatic,diesel
ram,silverado 3500hd,4wd,8,automatic,diesel
lexus,gx,4wd,4,automatic,gas
bmw,5-series 535i,rwd,4,automatic,gas
toyota,rav4 adventure awd (natl),fwd,8,automatic,gas
jeep,wrangler unlimi,4wd,6,automatic,gas
honda,fit ex hatchback 4d,fwd,8,automatic,gas
gmc,canyon crew cab sle pickup,4wd,6,automatic,gas
ford,mustang convertible,fwd,4,automatic,gas
bmw,635csi,rwd,6,manual,gas
mercedes-benz,glk glk 350 4matic,4wd,6,automatic,gas
nissan,𝓜𝓮𝓻𝓬𝓮𝓭𝓮𝓼 𝓫𝓮𝓷𝔃 𝓶𝓵 350,fwd,6,automatic,gas
gmc,sierra all terrain,fwd,6,automatic,gas
ram,1500 quad cab 140.5 st,4wd,8,automatic,gas
gmc,sierra 1500 regular cab,rwd,6,automatic,gas
gmc,savana g3500,fwd,6,automatic,gas
ford,escape xlt 4x4,4wd,6,automatic,gas
cadillac,sedan deville,rwd,8,automatic,gas
bmw,550i xdrive,4wd,8,automatic,gas
audi,a4 3.0 cabriolet,rwd,6,automatic,gas
volvo,s60 t6 r-design sedan 4d,4wd,6,automatic,gas
ford,mustang gt premium,rwd,8,manual,gas
bmw,x3 xdrive35i sport utility,4wd,6,automatic,gas
nissan,murano s,fwd,8,automatic,gas
honda,ridgeline rtl-t pickup 4d,4wd,4,automatic,other
gmc,2500,fwd,4,automatic,diesel
toyota,highlander sport,fwd,4,automatic,gas
chevrolet,c60,fwd,8,manual,gas
chevrolet,camaro,rwd,8,automatic,gas
subaru,crosstrek 5dr 2.0i cvt,fwd,4,automatic,gas
chevrolet,spark,fwd,4,automatic,gas
gmc,sierra 2500hd denali,4wd,4,automatic,diesel
chevrolet,express 3500,4wd,8,automatic,gas
hyundai,sonata limited,4wd,6,automatic,gas
ford,explorer sport trac xlt 4x4,4wd,6,automatic,gas
hyundai,elantra se,fwd,4,automatic,gas
lexus,rc 350 coupe 2d,4wd,6,automatic,gas
volkswagen,touareg tdi sport suv,rwd,6,automatic,gas
volkswagen,cc sport,4wd,4,automatic,gas
chevrolet,FX/4 CREW CAB F15O,4wd,8,automatic,gas
